pair,cdt,sub_id,dist,length,pcmi,sig_mi,pcgc,sig_pcgc,pcte,smvgc
FR,Rest,ArLa,-27.06185,18.967191,5.058780444500144e-05,0.0,0.00027073896316931467,0.0,0.04882421994247375,"[8.38804052e-04 8.38597327e-04 8.37977972e-04 ... 5.26193724e-05
 5.26177527e-05 5.26172128e-05]"
OR,Rest,ArLa,-23.057302,22.971739,0.0005500998472776075,0.0,0.0005245846751362748,0.0,0.09460196366818145,[0.00480908 0.00480738 0.00480231 ... 0.0005348  0.0005348  0.0005348 ]
OR,Rest,ArLa,-20.780144,25.248897,5.119053109048366e-05,0.0,0.0001842589823493057,0.0,0.0332286900093238,"[2.28226386e-04 2.28336496e-04 2.28666503e-04 ... 2.24243337e-06
 2.24106858e-06 2.24061365e-06]"
OR,Rest,ArLa,-16.004959,30.024082,0.0019207316933282925,1.0,0.00012689173715285662,0.0,0.022883259990026508,"[1.42266138e-03 1.42216854e-03 1.42069218e-03 ... 1.01008454e-06
 1.01005454e-06 1.01004454e-06]"
OR,Rest,ArLa,-15.924253,30.104788,0.0006342103213068384,0.0,0.00027897673512056187,0.0,0.05030979403522856,[0.00052612 0.00052581 0.00052486 ... 0.00037074 0.00037074 0.00037074]
OR,Rest,ArLa,-14.624516,31.404525,0.0005109155254849895,0.0,0.0008576004636713375,0.0,0.15465699200033928,[0.00484636 0.00484421 0.00483777 ... 0.00057303 0.00057304 0.00057304]
FR,Rest,ArLa,-9.278754,36.750287,0.0031596525399457676,1.0,0.0015310870030273982,0.0,0.2761114533046466,"[1.93164075e-02 1.93097193e-02 1.92896828e-02 ... 4.89480437e-05
 4.89456348e-05 4.89448319e-05]"
FR,Rest,ArLa,1.835109,47.86415,0.00010492675573203769,0.0,0.00048777523830279,0.0,0.08796386467098344,[0.0023877  0.00238639 0.00238246 ... 0.00022981 0.0002298  0.0002298 ]
OR,Rest,ArLa,12.212064999999999,58.241106,0.0003379347570078295,0.0,0.000255914006014768,0.0,0.04615073342144176,"[7.61709854e-05 7.60777218e-05 7.58009264e-05 ... 2.88349054e-04
 2.88348693e-04 2.88348572e-04]"
RO,Rest,ArLa,-76.97805,36.720714,0.0015413196628699666,1.0,0.0008942986276447851,0.0,0.16127502439711713,"[8.76845633e-03 8.76452935e-03 8.75277083e-03 ... 5.23294320e-06
 5.23254692e-06 5.23241483e-06]"
OO,Rest,ArLa,-73.945358,33.688022000000004,0.001125644686910121,1.0,0.0007315423648919239,0.0,0.1319240677537204,[0.00220777 0.00220726 0.00220572 ... 0.00072771 0.00072771 0.00072771]
FO,Rest,ArLa,-63.97155,23.714214000000005,0.0005200950412866945,0.0,0.0005008998381998975,0.0,0.09033071406913452,[0.00045012 0.00045004 0.00044979 ... 0.00031143 0.00031142 0.00031142]
FO,Rest,ArLa,-48.041466,7.784130000000005,0.00016307546977145648,0.0,0.0004118677071485166,0.0,0.07427493732568409,"[7.12278678e-03 7.11679193e-03 7.09886796e-03 ... 9.03918504e-05
 9.03916351e-05 9.03915633e-05]"
RO,Rest,ArLa,-46.029041,5.771705000000004,0.00010485763310263962,0.0,0.00013847374043729488,0.0,0.024971922327778853,"[1.59610077e-05 1.60336466e-05 1.62513006e-05 ... 2.70000988e-05
 2.69990800e-05 2.69987405e-05]"
FO,Rest,ArLa,-37.061943,3.1953929999999957,0.006547040772149515,1.0,0.002113909105541989,0.0,0.3812157729319315,[0.01313902 0.01313446 0.0131208  ... 0.00010005 0.00010002 0.00010002]
OO,Rest,ArLa,-34.027912,6.2294239999999945,0.003142560174508091,1.0,0.0011089052223736129,0.0,0.19997650814178555,[0.00162015 0.00162083 0.00162286 ... 0.00012594 0.00012593 0.00012593]
FO,Rest,ArLa,-27.230452000000003,13.026883999999992,8.158063742236266e-05,0.0,0.0004076705863300667,0.0,0.07351804165183541,"[2.90989201e-03 2.90913395e-03 2.90686172e-03 ... 1.24048087e-05
 1.24025147e-05 1.24017500e-05]"
FO,Rest,ArLa,-27.06185,13.195485999999995,0.0018530440164319373,1.0,0.0009705672352346983,0.0,0.17502906714030142,"[1.21106262e-02 1.21066784e-02 1.20948503e-02 ... 1.65969352e-06
 1.65974208e-06 1.65975828e-06]"
OO,Rest,ArLa,-23.057302,17.200033999999995,3.337605388509246e-05,0.0,0.0012332767167422265,0.0,0.22240527541097913,[0.00444647 0.00444539 0.00444216 ... 0.00100109 0.00100108 0.00100108]
OO,Rest,ArLa,-20.780144,19.477191999999995,0.0006108351065172712,0.0,0.0009025744170563232,0.0,0.16276745444005056,"[1.86433313e-03 1.86433373e-03 1.86433564e-03 ... 9.23678684e-05
 9.23679596e-05 9.23679900e-05]"
OO,Rest,ArLa,-16.004959,24.252376999999996,0.0003467406942760931,0.0,0.0007541723372594955,0.0,0.13600508636748912,[0.00238533 0.00238518 0.00238474 ... 0.00020439 0.00020438 0.00020438]
OO,Rest,ArLa,-15.924253,24.333082999999995,0.000561352875772414,0.0,0.0005930989287890043,0.0,0.10695761041505661,[0.00324926 0.00324745 0.00324202 ... 0.00017846 0.00017846 0.00017846]
OO,Rest,ArLa,-14.624516,25.632819999999995,0.0026989862927155883,1.0,0.000744239210157982,0.0,0.13421377721625496,[0.00012157 0.00012209 0.00012362 ... 0.00036869 0.00036868 0.00036868]
FO,Rest,ArLa,-9.278754,30.978581999999996,1.7077935622111795e-05,0.0,0.0008744268936580202,0.0,0.15769141788754584,"[1.64949193e-03 1.64909404e-03 1.64790205e-03 ... 2.70890366e-05
 2.70814781e-05 2.70789587e-05]"
FO,Rest,ArLa,1.835109,42.092445,2.3006600713415537e-07,0.0,0.00048173344657276296,0.0,0.08687430680010919,[0.00091136 0.00091112 0.00091037 ... 0.00012067 0.00012067 0.00012067]
OO,Rest,ArLa,12.212064999999999,52.46940099999999,2.799699869449057e-05,0.0,0.0001927507714476473,0.0,0.034760072761880347,"[6.18302338e-04 6.17810841e-04 6.16351083e-04 ... 6.14619684e-06
 6.14311456e-06 6.14208715e-06]"
RF,Rest,ArLa,-76.97805,39.916107,0.00022595724856344646,0.0,0.000715342380064099,0.0,0.12900261303202296,"[9.00234264e-04 9.00027508e-04 8.99408517e-04 ... 4.86022141e-05
 4.86002266e-05 4.85995641e-05]"
OF,Rest,ArLa,-73.945358,36.883415,0.010993611690981453,1.0,0.0013083473554680314,0.0,0.23594328018673982,[0.00132519 0.00132604 0.00132858 ... 0.00050691 0.00050689 0.00050689]
FF,Rest,ArLa,-63.97155,26.909607,0.003182894193564323,1.0,0.0006667024426396662,0.0,0.12023103846810061,"[4.10311652e-05 4.12460735e-05 4.18900094e-05 ... 1.88173715e-04
 1.88165461e-04 1.88162710e-04]"
FF,Rest,ArLa,-48.041466,10.979523,0.0010922346173050101,1.0,0.000871037578745959,0.0,0.15708019941059062,[0.00735987 0.00735299 0.00733242 ... 0.00064814 0.00064814 0.00064814]
RF,Rest,ArLa,-46.029041,8.967098,0.0001777130368161295,0.0,0.000650826758112899,0.0,0.11736806705091504,[0.00503224 0.00503075 0.00502627 ... 0.00011191 0.00011191 0.00011191]
OF,Rest,ArLa,-40.257335999999995,3.1953929999999957,0.006547040772149515,1.0,0.0002024913278562135,0.0,0.03651665431514755,[0.00019775 0.00019777 0.00019784 ... 0.00010115 0.00010115 0.00010115]
OF,Rest,ArLa,-34.027912,3.034030999999999,0.00017677996353526737,0.0,0.0002168319214839176,0.0,0.039102792228909125,"[6.12100215e-04 6.11942453e-04 6.11469651e-04 ... 8.34853131e-05
 8.34832674e-05 8.34825856e-05]"
FF,Rest,ArLa,-27.230452000000003,9.831490999999996,0.0017753852829756056,1.0,0.0033700310184818782,1.0,0.6077408797507236,[0.00609323 0.0060962  0.0061051  ... 0.00011316 0.00011314 0.00011313]
FF,Rest,ArLa,-27.06185,10.000093,0.000245014641011565,0.0,0.00017257584489738242,0.0,0.031121789451334567,[0.00015212 0.00015212 0.00015209 ... 0.0001285  0.0001285  0.0001285 ]
OF,Rest,ArLa,-23.057302,14.004641,0.0011391160310711967,1.0,0.0004936183401271776,0.0,0.0890175914241651,"[9.58394524e-05 9.62352964e-05 9.74214151e-05 ... 3.43457920e-05
 3.43442976e-05 3.43437994e-05]"
OF,Rest,ArLa,-20.780144,16.281799,0.0011314376070430399,1.0,0.00023827803432530104,0.0,0.04297031730923525,"[3.26031824e-04 3.26009180e-04 3.25941309e-04 ... 9.45667307e-05
 9.45635038e-05 9.45624281e-05]"
OF,Rest,ArLa,-16.004959,21.056984,4.657014262399173e-05,0.0,0.0005848913976334025,0.0,0.10547748985304056,"[6.40776722e-05 6.45829385e-05 6.60965994e-05 ... 1.08959948e-04
 1.08957710e-04 1.08956964e-04]"
OF,Rest,ArLa,-15.924253,21.13769,0.001025857156987442,1.0,0.00043982539056597325,0.0,0.07931673872832264,"[4.51539720e-04 4.51207997e-04 4.50215062e-04 ... 7.63698883e-06
 7.63550872e-06 7.63501536e-06]"
OF,Rest,ArLa,-14.624516,22.437427,0.0023715441431626516,1.0,0.0008860381511424098,0.0,0.15978535583644754,[0.00023335 0.00023349 0.00023388 ... 0.00011616 0.00011616 0.00011616]
FF,Rest,ArLa,-9.278754,27.783189,0.0002386163498773186,0.0,0.0007616747506489219,0.0,0.13735804819144218,[0.0015989  0.00159848 0.00159721 ... 0.00025189 0.00025189 0.00025189]
FF,Rest,ArLa,1.835109,38.897052,0.00045668298226608783,0.0,0.0006332901440049277,0.0,0.11420556877497083,"[2.43739056e-03 2.43640977e-03 2.43347469e-03 ... 8.84574580e-05
 8.84569006e-05 8.84567148e-05]"
OF,Rest,ArLa,12.212064999999999,49.274007999999995,0.0009749825572864523,1.0,0.0005681319455659306,0.0,0.10245514255482083,"[9.30524285e-03 9.28100957e-03 9.20904135e-03 ... 1.01008776e-06
 1.00762121e-06 1.00679905e-06]"
